study-id,file-id,type,links.self,meta,pipelines,alias,file-format.name,file-format.extension,description.label,description.description,group-type,experiment_type
MGYS00001211,SRP076746_phylum_taxonomy_abundances_SSU_v5.0.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001211/pipelines/5.0/file/SRP076746_phylum_taxonomy_abundances_SSU_v5.0.tsv,{},pipelines: 5.0 (125013545906448),SRP076746_phylum_taxonomy_abundances_SSU_v5.0.tsv,TSV,tsv,Phylum level taxonomies SSU,Phylum level taxonomies SSU (TSV),Taxonomic analysis SSU rRNA,amplicon
MGYS00001211,SRP076746_taxonomy_abundances_SSU_v5.0.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001211/pipelines/5.0/file/SRP076746_taxonomy_abundances_SSU_v5.0.tsv,{},pipelines: 5.0 (125013545906448),SRP076746_taxonomy_abundances_SSU_v5.0.tsv,TSV,tsv,Taxonomic assignments SSU,Taxonomic assignments SSU (TSV),Taxonomic analysis SSU rRNA,amplicon
MGYS00006023,SRP350207_phylum_taxonomy_abundances_SSU_v5.0.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006023/pipelines/5.0/file/SRP350207_phylum_taxonomy_abundances_SSU_v5.0.tsv,{},pipelines: 5.0 (125013545906448),SRP350207_phylum_taxonomy_abundances_SSU_v5.0.tsv,TSV,tsv,Phylum level taxonomies SSU,Phylum level taxonomies SSU (TSV),Taxonomic analysis SSU rRNA,amplicon
MGYS00006023,SRP350207_taxonomy_abundances_SSU_v5.0.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006023/pipelines/5.0/file/SRP350207_taxonomy_abundances_SSU_v5.0.tsv,{},pipelines: 5.0 (125013545906448),SRP350207_taxonomy_abundances_SSU_v5.0.tsv,TSV,tsv,Taxonomic assignments SSU,Taxonomic assignments SSU (TSV),Taxonomic analysis SSU rRNA,amplicon
MGYS00006023,SRP350207_phylum_taxonomy_abundances_LSU_v5.0.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006023/pipelines/5.0/file/SRP350207_phylum_taxonomy_abundances_LSU_v5.0.tsv,{},pipelines: 5.0 (125013545906448),SRP350207_phylum_taxonomy_abundances_LSU_v5.0.tsv,TSV,tsv,Phylum level taxonomies LSU,Phylum level taxonomies LSU (TSV),Taxonomic analysis LSU rRNA,amplicon
MGYS00006023,SRP350207_taxonomy_abundances_LSU_v5.0.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006023/pipelines/5.0/file/SRP350207_taxonomy_abundances_LSU_v5.0.tsv,{},pipelines: 5.0 (125013545906448),SRP350207_taxonomy_abundances_LSU_v5.0.tsv,TSV,tsv,Taxonomic assignments LSU,Taxonomic assignments LSU (TSV),Taxonomic analysis LSU rRNA,amplicon
MGYS00006121,ERP142200_GO-slim_abundances_v5.0.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006121/pipelines/5.0/file/ERP142200_GO-slim_abundances_v5.0.tsv,{},pipelines: 5.0 (125013545906448),ERP142200_GO-slim_abundances_v5.0.tsv,TSV,tsv,GO slim annotation,GO slim annotation,Functional analysis,amplicon
MGYS00006121,ERP142200_GO_abundances_v5.0.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006121/pipelines/5.0/file/ERP142200_GO_abundances_v5.0.tsv,{},pipelines: 5.0 (125013545906448),ERP142200_GO_abundances_v5.0.tsv,TSV,tsv,Complete GO annotation,Complete GO annotation,Functional analysis,amplicon
MGYS00006121,ERP142200_IPR_abundances_v5.0.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006121/pipelines/5.0/file/ERP142200_IPR_abundances_v5.0.tsv,{},pipelines: 5.0 (125013545906448),ERP142200_IPR_abundances_v5.0.tsv,TSV,tsv,InterPro matches,InterPro matches (TSV),Functional analysis,amplicon
MGYS00006121,ERP142200_phylum_taxonomy_abundances_SSU_v5.0.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006121/pipelines/5.0/file/ERP142200_phylum_taxonomy_abundances_SSU_v5.0.tsv,{},pipelines: 5.0 (125013545906448),ERP142200_phylum_taxonomy_abundances_SSU_v5.0.tsv,TSV,tsv,Phylum level taxonomies SSU,Phylum level taxonomies SSU (TSV),Taxonomic analysis SSU rRNA,amplicon
MGYS00006121,ERP142200_taxonomy_abundances_SSU_v5.0.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006121/pipelines/5.0/file/ERP142200_taxonomy_abundances_SSU_v5.0.tsv,{},pipelines: 5.0 (125013545906448),ERP142200_taxonomy_abundances_SSU_v5.0.tsv,TSV,tsv,Taxonomic assignments SSU,Taxonomic assignments SSU (TSV),Taxonomic analysis SSU rRNA,amplicon
MGYS00006121,ERP142200_phylum_taxonomy_abundances_LSU_v5.0.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006121/pipelines/5.0/file/ERP142200_phylum_taxonomy_abundances_LSU_v5.0.tsv,{},pipelines: 5.0 (125013545906448),ERP142200_phylum_taxonomy_abundances_LSU_v5.0.tsv,TSV,tsv,Phylum level taxonomies LSU,Phylum level taxonomies LSU (TSV),Taxonomic analysis LSU rRNA,amplicon
MGYS00006121,ERP142200_taxonomy_abundances_LSU_v5.0.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006121/pipelines/5.0/file/ERP142200_taxonomy_abundances_LSU_v5.0.tsv,{},pipelines: 5.0 (125013545906448),ERP142200_taxonomy_abundances_LSU_v5.0.tsv,TSV,tsv,Taxonomic assignments LSU,Taxonomic assignments LSU (TSV),Taxonomic analysis LSU rRNA,amplicon
MGYS00006226,SRP343296_phylum_taxonomy_abundances_SSU_v5.0.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006226/pipelines/5.0/file/SRP343296_phylum_taxonomy_abundances_SSU_v5.0.tsv,{},pipelines: 5.0 (125013545906448),SRP343296_phylum_taxonomy_abundances_SSU_v5.0.tsv,TSV,tsv,Phylum level taxonomies SSU,Phylum level taxonomies SSU (TSV),Taxonomic analysis SSU rRNA,amplicon
MGYS00006226,SRP343296_taxonomy_abundances_SSU_v5.0.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006226/pipelines/5.0/file/SRP343296_taxonomy_abundances_SSU_v5.0.tsv,{},pipelines: 5.0 (125013545906448),SRP343296_taxonomy_abundances_SSU_v5.0.tsv,TSV,tsv,Taxonomic assignments SSU,Taxonomic assignments SSU (TSV),Taxonomic analysis SSU rRNA,amplicon
MGYS00006224,ERP137596_phylum_taxonomy_abundances_SSU_v5.0.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006224/pipelines/5.0/file/ERP137596_phylum_taxonomy_abundances_SSU_v5.0.tsv,{},pipelines: 5.0 (125013545906448),ERP137596_phylum_taxonomy_abundances_SSU_v5.0.tsv,TSV,tsv,Phylum level taxonomies SSU,Phylum level taxonomies SSU (TSV),Taxonomic analysis SSU rRNA,amplicon
MGYS00006224,ERP137596_taxonomy_abundances_SSU_v5.0.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006224/pipelines/5.0/file/ERP137596_taxonomy_abundances_SSU_v5.0.tsv,{},pipelines: 5.0 (125013545906448),ERP137596_taxonomy_abundances_SSU_v5.0.tsv,TSV,tsv,Taxonomic assignments SSU,Taxonomic assignments SSU (TSV),Taxonomic analysis SSU rRNA,amplicon
MGYS00006559,SRP331280_phylum_taxonomy_abundances_SSU_v5.0.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006559/pipelines/5.0/file/SRP331280_phylum_taxonomy_abundances_SSU_v5.0.tsv,{},pipelines: 5.0 (125013545906448),SRP331280_phylum_taxonomy_abundances_SSU_v5.0.tsv,TSV,tsv,Phylum level taxonomies SSU,Phylum level taxonomies SSU (TSV),Taxonomic analysis SSU rRNA,amplicon
MGYS00006559,SRP331280_taxonomy_abundances_SSU_v5.0.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006559/pipelines/5.0/file/SRP331280_taxonomy_abundances_SSU_v5.0.tsv,{},pipelines: 5.0 (125013545906448),SRP331280_taxonomy_abundances_SSU_v5.0.tsv,TSV,tsv,Taxonomic assignments SSU,Taxonomic assignments SSU (TSV),Taxonomic analysis SSU rRNA,amplicon
MGYS00006559,SRP331280_phylum_taxonomy_abundances_LSU_v5.0.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006559/pipelines/5.0/file/SRP331280_phylum_taxonomy_abundances_LSU_v5.0.tsv,{},pipelines: 5.0 (125013545906448),SRP331280_phylum_taxonomy_abundances_LSU_v5.0.tsv,TSV,tsv,Phylum level taxonomies LSU,Phylum level taxonomies LSU (TSV),Taxonomic analysis LSU rRNA,amplicon
MGYS00006559,SRP331280_taxonomy_abundances_LSU_v5.0.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006559/pipelines/5.0/file/SRP331280_taxonomy_abundances_LSU_v5.0.tsv,{},pipelines: 5.0 (125013545906448),SRP331280_taxonomy_abundances_LSU_v5.0.tsv,TSV,tsv,Taxonomic assignments LSU,Taxonomic assignments LSU (TSV),Taxonomic analysis LSU rRNA,amplicon
MGYS00005628,ERP005534_GO-slim_abundances_v5.0.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005628/pipelines/5.0/file/ERP005534_GO-slim_abundances_v5.0.tsv,{},pipelines: 5.0 (125013545906448),ERP005534_GO-slim_abundances_v5.0.tsv,TSV,tsv,GO slim annotation,GO slim annotation,Functional analysis,amplicon
MGYS00005628,ERP005534_GO_abundances_v5.0.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005628/pipelines/5.0/file/ERP005534_GO_abundances_v5.0.tsv,{},pipelines: 5.0 (125013545906448),ERP005534_GO_abundances_v5.0.tsv,TSV,tsv,Complete GO annotation,Complete GO annotation,Functional analysis,amplicon
MGYS00005628,ERP005534_IPR_abundances_v5.0.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005628/pipelines/5.0/file/ERP005534_IPR_abundances_v5.0.tsv,{},pipelines: 5.0 (125013545906448),ERP005534_IPR_abundances_v5.0.tsv,TSV,tsv,InterPro matches,InterPro matches (TSV),Functional analysis,amplicon
MGYS00005628,ERP005534_phylum_taxonomy_abundances_SSU_v5.0.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005628/pipelines/5.0/file/ERP005534_phylum_taxonomy_abundances_SSU_v5.0.tsv,{},pipelines: 5.0 (125013545906448),ERP005534_phylum_taxonomy_abundances_SSU_v5.0.tsv,TSV,tsv,Phylum level taxonomies SSU,Phylum level taxonomies SSU (TSV),Taxonomic analysis SSU rRNA,amplicon
MGYS00005628,ERP005534_taxonomy_abundances_SSU_v5.0.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005628/pipelines/5.0/file/ERP005534_taxonomy_abundances_SSU_v5.0.tsv,{},pipelines: 5.0 (125013545906448),ERP005534_taxonomy_abundances_SSU_v5.0.tsv,TSV,tsv,Taxonomic assignments SSU,Taxonomic assignments SSU (TSV),Taxonomic analysis SSU rRNA,amplicon
MGYS00005628,ERP005534_phylum_taxonomy_abundances_LSU_v5.0.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005628/pipelines/5.0/file/ERP005534_phylum_taxonomy_abundances_LSU_v5.0.tsv,{},pipelines: 5.0 (125013545906448),ERP005534_phylum_taxonomy_abundances_LSU_v5.0.tsv,TSV,tsv,Phylum level taxonomies LSU,Phylum level taxonomies LSU (TSV),Taxonomic analysis LSU rRNA,amplicon
MGYS00005628,ERP005534_taxonomy_abundances_LSU_v5.0.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005628/pipelines/5.0/file/ERP005534_taxonomy_abundances_LSU_v5.0.tsv,{},pipelines: 5.0 (125013545906448),ERP005534_taxonomy_abundances_LSU_v5.0.tsv,TSV,tsv,Taxonomic assignments LSU,Taxonomic assignments LSU (TSV),Taxonomic analysis LSU rRNA,amplicon
MGYS00005360,SRP072561_GO-slim_abundances_v4.1.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005360/pipelines/4.1/file/SRP072561_GO-slim_abundances_v4.1.tsv,{},pipelines: 4.1 (125013546277248),SRP072561_GO-slim_abundances_v4.1.tsv,TSV,tsv,GO slim annotation,GO slim annotation,Functional analysis,amplicon
MGYS00005360,SRP072561_GO_abundances_v4.1.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005360/pipelines/4.1/file/SRP072561_GO_abundances_v4.1.tsv,{},pipelines: 4.1 (125013546277248),SRP072561_GO_abundances_v4.1.tsv,TSV,tsv,Complete GO annotation,Complete GO annotation,Functional analysis,amplicon
MGYS00005360,SRP072561_IPR_abundances_v4.1.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005360/pipelines/4.1/file/SRP072561_IPR_abundances_v4.1.tsv,{},pipelines: 4.1 (125013546277248),SRP072561_IPR_abundances_v4.1.tsv,TSV,tsv,InterPro matches,InterPro matches (TSV),Functional analysis,amplicon
MGYS00005360,SRP072561_phylum_taxonomy_abundances_SSU_v4.1.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005360/pipelines/4.1/file/SRP072561_phylum_taxonomy_abundances_SSU_v4.1.tsv,{},pipelines: 4.1 (125013546277248),SRP072561_phylum_taxonomy_abundances_SSU_v4.1.tsv,TSV,tsv,Phylum level taxonomies SSU,Phylum level taxonomies SSU (TSV),Taxonomic analysis SSU rRNA,amplicon
MGYS00005360,SRP072561_taxonomy_abundances_SSU_v4.1.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005360/pipelines/4.1/file/SRP072561_taxonomy_abundances_SSU_v4.1.tsv,{},pipelines: 4.1 (125013546277248),SRP072561_taxonomy_abundances_SSU_v4.1.tsv,TSV,tsv,Taxonomic assignments SSU,Taxonomic assignments SSU (TSV),Taxonomic analysis SSU rRNA,amplicon
MGYS00005360,SRP072561_phylum_taxonomy_abundances_LSU_v4.1.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005360/pipelines/4.1/file/SRP072561_phylum_taxonomy_abundances_LSU_v4.1.tsv,{},pipelines: 4.1 (125013546277248),SRP072561_phylum_taxonomy_abundances_LSU_v4.1.tsv,TSV,tsv,Phylum level taxonomies LSU,Phylum level taxonomies LSU (TSV),Taxonomic analysis LSU rRNA,amplicon
MGYS00005360,SRP072561_taxonomy_abundances_LSU_v4.1.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005360/pipelines/4.1/file/SRP072561_taxonomy_abundances_LSU_v4.1.tsv,{},pipelines: 4.1 (125013546277248),SRP072561_taxonomy_abundances_LSU_v4.1.tsv,TSV,tsv,Taxonomic assignments LSU,Taxonomic assignments LSU (TSV),Taxonomic analysis LSU rRNA,amplicon
MGYS00005360,SRP072561_GO-slim_abundances_v5.0.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005360/pipelines/5.0/file/SRP072561_GO-slim_abundances_v5.0.tsv,{},pipelines: 5.0 (125013545906448),SRP072561_GO-slim_abundances_v5.0.tsv,TSV,tsv,GO slim annotation,GO slim annotation,Functional analysis,amplicon
MGYS00005360,SRP072561_GO_abundances_v5.0.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005360/pipelines/5.0/file/SRP072561_GO_abundances_v5.0.tsv,{},pipelines: 5.0 (125013545906448),SRP072561_GO_abundances_v5.0.tsv,TSV,tsv,Complete GO annotation,Complete GO annotation,Functional analysis,amplicon
MGYS00005360,SRP072561_IPR_abundances_v5.0.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005360/pipelines/5.0/file/SRP072561_IPR_abundances_v5.0.tsv,{},pipelines: 5.0 (125013545906448),SRP072561_IPR_abundances_v5.0.tsv,TSV,tsv,InterPro matches,InterPro matches (TSV),Functional analysis,amplicon
MGYS00005360,SRP072561_phylum_taxonomy_abundances_SSU_v5.0.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005360/pipelines/5.0/file/SRP072561_phylum_taxonomy_abundances_SSU_v5.0.tsv,{},pipelines: 5.0 (125013545906448),SRP072561_phylum_taxonomy_abundances_SSU_v5.0.tsv,TSV,tsv,Phylum level taxonomies SSU,Phylum level taxonomies SSU (TSV),Taxonomic analysis SSU rRNA,amplicon
MGYS00005360,SRP072561_taxonomy_abundances_SSU_v5.0.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005360/pipelines/5.0/file/SRP072561_taxonomy_abundances_SSU_v5.0.tsv,{},pipelines: 5.0 (125013545906448),SRP072561_taxonomy_abundances_SSU_v5.0.tsv,TSV,tsv,Taxonomic assignments SSU,Taxonomic assignments SSU (TSV),Taxonomic analysis SSU rRNA,amplicon
MGYS00005360,SRP072561_phylum_taxonomy_abundances_LSU_v5.0.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005360/pipelines/5.0/file/SRP072561_phylum_taxonomy_abundances_LSU_v5.0.tsv,{},pipelines: 5.0 (125013545906448),SRP072561_phylum_taxonomy_abundances_LSU_v5.0.tsv,TSV,tsv,Phylum level taxonomies LSU,Phylum level taxonomies LSU (TSV),Taxonomic analysis LSU rRNA,amplicon
MGYS00005360,SRP072561_taxonomy_abundances_LSU_v5.0.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005360/pipelines/5.0/file/SRP072561_taxonomy_abundances_LSU_v5.0.tsv,{},pipelines: 5.0 (125013545906448),SRP072561_taxonomy_abundances_LSU_v5.0.tsv,TSV,tsv,Taxonomic assignments LSU,Taxonomic assignments LSU (TSV),Taxonomic analysis LSU rRNA,amplicon
MGYS00006431,SRP442920_phylum_taxonomy_abundances_SSU_v5.0.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006431/pipelines/5.0/file/SRP442920_phylum_taxonomy_abundances_SSU_v5.0.tsv,{},pipelines: 5.0 (125013545906448),SRP442920_phylum_taxonomy_abundances_SSU_v5.0.tsv,TSV,tsv,Phylum level taxonomies SSU,Phylum level taxonomies SSU (TSV),Taxonomic analysis SSU rRNA,amplicon
MGYS00006431,SRP442920_taxonomy_abundances_SSU_v5.0.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006431/pipelines/5.0/file/SRP442920_taxonomy_abundances_SSU_v5.0.tsv,{},pipelines: 5.0 (125013545906448),SRP442920_taxonomy_abundances_SSU_v5.0.tsv,TSV,tsv,Taxonomic assignments SSU,Taxonomic assignments SSU (TSV),Taxonomic analysis SSU rRNA,amplicon
MGYS00006431,SRP442920_phylum_taxonomy_abundances_itsonedb_v5.0.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006431/pipelines/5.0/file/SRP442920_phylum_taxonomy_abundances_itsonedb_v5.0.tsv,{},pipelines: 5.0 (125013545906448),SRP442920_phylum_taxonomy_abundances_itsonedb_v5.0.tsv,TSV,tsv,Phylum level taxonomies ITSoneDB,Phylum level taxonomies ITSoneDB (TSV),Taxonomic analysis ITSoneDB,amplicon
MGYS00006431,SRP442920_taxonomy_abundances_itsonedb_v5.0.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006431/pipelines/5.0/file/SRP442920_taxonomy_abundances_itsonedb_v5.0.tsv,{},pipelines: 5.0 (125013545906448),SRP442920_taxonomy_abundances_itsonedb_v5.0.tsv,TSV,tsv,Taxonomic assignments ITSoneDB,Taxonomic assignments ITSoneDB (TSV),Taxonomic analysis ITSoneDB,amplicon
MGYS00006431,SRP442920_phylum_taxonomy_abundances_unite_v5.0.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006431/pipelines/5.0/file/SRP442920_phylum_taxonomy_abundances_unite_v5.0.tsv,{},pipelines: 5.0 (125013545906448),SRP442920_phylum_taxonomy_abundances_unite_v5.0.tsv,TSV,tsv,Phylum level taxonomies UNITE,Phylum level taxonomies UNITE (TSV),Taxonomic analysis UNITE,amplicon
MGYS00006431,SRP442920_taxonomy_abundances_unite_v5.0.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006431/pipelines/5.0/file/SRP442920_taxonomy_abundances_unite_v5.0.tsv,{},pipelines: 5.0 (125013545906448),SRP442920_taxonomy_abundances_unite_v5.0.tsv,TSV,tsv,Taxonomic assignments UNITE,Taxonomic assignments UNITE (TSV),Taxonomic analysis UNITE,amplicon
MGYS00006453,SRP361980_GO-slim_abundances_v5.0.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006453/pipelines/5.0/file/SRP361980_GO-slim_abundances_v5.0.tsv,{},pipelines: 5.0 (125013545906448),SRP361980_GO-slim_abundances_v5.0.tsv,TSV,tsv,GO slim annotation,GO slim annotation,Functional analysis,amplicon
MGYS00006453,SRP361980_GO_abundances_v5.0.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006453/pipelines/5.0/file/SRP361980_GO_abundances_v5.0.tsv,{},pipelines: 5.0 (125013545906448),SRP361980_GO_abundances_v5.0.tsv,TSV,tsv,Complete GO annotation,Complete GO annotation,Functional analysis,amplicon
MGYS00006453,SRP361980_IPR_abundances_v5.0.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006453/pipelines/5.0/file/SRP361980_IPR_abundances_v5.0.tsv,{},pipelines: 5.0 (125013545906448),SRP361980_IPR_abundances_v5.0.tsv,TSV,tsv,InterPro matches,InterPro matches (TSV),Functional analysis,amplicon
MGYS00006453,SRP361980_phylum_taxonomy_abundances_SSU_v5.0.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006453/pipelines/5.0/file/SRP361980_phylum_taxonomy_abundances_SSU_v5.0.tsv,{},pipelines: 5.0 (125013545906448),SRP361980_phylum_taxonomy_abundances_SSU_v5.0.tsv,TSV,tsv,Phylum level taxonomies SSU,Phylum level taxonomies SSU (TSV),Taxonomic analysis SSU rRNA,amplicon
MGYS00006453,SRP361980_taxonomy_abundances_SSU_v5.0.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006453/pipelines/5.0/file/SRP361980_taxonomy_abundances_SSU_v5.0.tsv,{},pipelines: 5.0 (125013545906448),SRP361980_taxonomy_abundances_SSU_v5.0.tsv,TSV,tsv,Taxonomic assignments SSU,Taxonomic assignments SSU (TSV),Taxonomic analysis SSU rRNA,amplicon
MGYS00006453,SRP361980_phylum_taxonomy_abundances_LSU_v5.0.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006453/pipelines/5.0/file/SRP361980_phylum_taxonomy_abundances_LSU_v5.0.tsv,{},pipelines: 5.0 (125013545906448),SRP361980_phylum_taxonomy_abundances_LSU_v5.0.tsv,TSV,tsv,Phylum level taxonomies LSU,Phylum level taxonomies LSU (TSV),Taxonomic analysis LSU rRNA,amplicon
MGYS00006453,SRP361980_taxonomy_abundances_LSU_v5.0.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006453/pipelines/5.0/file/SRP361980_taxonomy_abundances_LSU_v5.0.tsv,{},pipelines: 5.0 (125013545906448),SRP361980_taxonomy_abundances_LSU_v5.0.tsv,TSV,tsv,Taxonomic assignments LSU,Taxonomic assignments LSU (TSV),Taxonomic analysis LSU rRNA,amplicon
MGYS00006453,SRP361980_phylum_taxonomy_abundances_itsonedb_v5.0.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006453/pipelines/5.0/file/SRP361980_phylum_taxonomy_abundances_itsonedb_v5.0.tsv,{},pipelines: 5.0 (125013545906448),SRP361980_phylum_taxonomy_abundances_itsonedb_v5.0.tsv,TSV,tsv,Phylum level taxonomies ITSoneDB,Phylum level taxonomies ITSoneDB (TSV),Taxonomic analysis ITSoneDB,amplicon
MGYS00006453,SRP361980_taxonomy_abundances_itsonedb_v5.0.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006453/pipelines/5.0/file/SRP361980_taxonomy_abundances_itsonedb_v5.0.tsv,{},pipelines: 5.0 (125013545906448),SRP361980_taxonomy_abundances_itsonedb_v5.0.tsv,TSV,tsv,Taxonomic assignments ITSoneDB,Taxonomic assignments ITSoneDB (TSV),Taxonomic analysis ITSoneDB,amplicon
MGYS00006453,SRP361980_phylum_taxonomy_abundances_unite_v5.0.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006453/pipelines/5.0/file/SRP361980_phylum_taxonomy_abundances_unite_v5.0.tsv,{},pipelines: 5.0 (125013545906448),SRP361980_phylum_taxonomy_abundances_unite_v5.0.tsv,TSV,tsv,Phylum level taxonomies UNITE,Phylum level taxonomies UNITE (TSV),Taxonomic analysis UNITE,amplicon
MGYS00006453,SRP361980_taxonomy_abundances_unite_v5.0.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006453/pipelines/5.0/file/SRP361980_taxonomy_abundances_unite_v5.0.tsv,{},pipelines: 5.0 (125013545906448),SRP361980_taxonomy_abundances_unite_v5.0.tsv,TSV,tsv,Taxonomic assignments UNITE,Taxonomic assignments UNITE (TSV),Taxonomic analysis UNITE,amplicon
MGYS00006419,SRP386769_phylum_taxonomy_abundances_SSU_v5.0.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006419/pipelines/5.0/file/SRP386769_phylum_taxonomy_abundances_SSU_v5.0.tsv,{},pipelines: 5.0 (125013545906448),SRP386769_phylum_taxonomy_abundances_SSU_v5.0.tsv,TSV,tsv,Phylum level taxonomies SSU,Phylum level taxonomies SSU (TSV),Taxonomic analysis SSU rRNA,amplicon
MGYS00006419,SRP386769_taxonomy_abundances_SSU_v5.0.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006419/pipelines/5.0/file/SRP386769_taxonomy_abundances_SSU_v5.0.tsv,{},pipelines: 5.0 (125013545906448),SRP386769_taxonomy_abundances_SSU_v5.0.tsv,TSV,tsv,Taxonomic assignments SSU,Taxonomic assignments SSU (TSV),Taxonomic analysis SSU rRNA,amplicon
MGYS00006399,SRP359154_phylum_taxonomy_abundances_SSU_v5.0.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006399/pipelines/5.0/file/SRP359154_phylum_taxonomy_abundances_SSU_v5.0.tsv,{},pipelines: 5.0 (125013545906448),SRP359154_phylum_taxonomy_abundances_SSU_v5.0.tsv,TSV,tsv,Phylum level taxonomies SSU,Phylum level taxonomies SSU (TSV),Taxonomic analysis SSU rRNA,amplicon
