id,sample-count,bioproject,secondary-accession,study-abstract,study-name,samples
MGYS00006292,70,PRJNA606061,SRP248397,"The gut microbiome (GM) plays an important role in shaping systemic immune responses. Preclinical and clinical data suggest that GM influences anti-PD-1/PD-L1 or -CTLA-4 Ab-mediated anti-cancer responses. Furthermore, there is strong evidence that antibiotics (ATB) worsen clinical outcomes based on multiple retrospective and one prospective studies using immune checkpoint inhibition (ICI). However, whether GM profiling, at baseline or post-ATB, could represent a biomarker of response in advanced non-small cell lung cancer (NSCLC) during ICI therapy remains unknown. Moreover, the relationship between specific gut microbiota and incidence of immune-related adverse events (irAEs) remain to be precisely elucidated. The objective of the present study was to characterize the impact of ATB on specific GM signatures using metagenomics sequencing in a cohort of 70 patients with advanced NSCLC treated with anti-PD-1/anti-PD-L-1. Primary endpoints were to define specific gut microbiota associated with response and non-response, progression-free survival (PFS), overall survival (OS), and irAEs in both patients who received ATB and those who did not receive ATB.",Gut microbiome predicts efficacy and immune-related toxicities of advanced non-small cell lung cancer patients treated with anti-PD-1/PD-L1 Ab-based immunotherapy,"SRS6134685,SRS6134684,SRS6134683,SRS6134682,SRS6134680,SRS6134675,SRS6134673,SRS6134670,SRS6134657,SRS6134654,SRS6134641,SRS6134639,SRS6134633,SRS6134631,SRS6134629,SRS6134628,SRS6134625,SRS6134624,SRS6134623,SRS6134688,SRS6134687,SRS6134679,SRS6134678,SRS6134676,SRS6134672"
MGYS00006220,167,PRJNA781978,SRP347452,"Alzheimers disease is a public health concern and the current study leverages a phase III randomized, interventional clinical trial to evaluate the ability of a dietary intervention to influence age associated cognitive decline in a population at risk for Alzheimers disease. Diet influences the intestinal microbiota, thus the current study investigated diet induced changes in the intestinal microbiota as a mechanism by which dietary interventions exert beneficial effects on cognition and Alzheimers disease pathogenesis. Subjects fecal baseline samples were analyzed using 16S rRNA gene amplicon sequencing. The relationship between the microbiota and baseline clinical and experimental variables were evaluated.",Microbiota Brain Axis in Alzheimers Disease MIND Diet Induced Effects,"SRS11134271,SRS11134119,SRS11134121,SRS11134122,SRS11134289,SRS11134284,SRS11134283,SRS11134282,SRS11134281,SRS11134279,SRS11134277,SRS11134278,SRS11134276,SRS11134275,SRS11134274,SRS11134273,SRS11134272,SRS11134270,SRS11134269,SRS11134268,SRS11134267,SRS11134266,SRS11134265,SRS11134264,SRS11134263"
MGYS00006223,58,PRJNA633107,SRP261866,"We evaluated the impact of two medicinal herbs, triphala and manjistha on gut microbiota composition following a 4 week randomized, double blind placebo control intervention by profiling fecal communities by 16S rRNA profiling.","Modulatory Effects of Triphala and Manjistha Dietary Supplementation on Human Gut Microbiota: A Double-Blind, Randomized, Placebo-Controlled Pilot Study","SRS6666164,SRS6666163,SRS6666162,SRS6666161,SRS6666160,SRS6666159,SRS6666158,SRS6666157,SRS6666156,SRS6666155,SRS6666154,SRS6666153,SRS6666152,SRS6666150,SRS6666151,SRS6666149,SRS6666148,SRS6666147,SRS6666145,SRS6666146,SRS6666144,SRS6666143,SRS6666142,SRS6666141,SRS6666140"
MGYS00006222,76,PRJEB35687,ERP118779,"OBJECTIVE The objectives were 1) determination of microbial composition of obese and normal weight subjects, 2) calculation of fiber composition of specially assigned low-calorie weight loss diet (WLD), 3) identification of microbial changes after WLD and improvements in health characteristics and associations of microbiota to fiber consumption profiles.METHODSA total of 19 overweight/obese participants with body mass index (BMI) of 28.9-44.4 kg/m2 were assigned to 20-40 % reduced calories high-fat low-carbohydrate diet for 4 weeks. Protein and fat content in composed diet was 1.5 times higher compared to that in average diet of normal weight group, while carbohydrate content was 2 times lower. Total fiber content was comparable to normal weight group. Food consumption data were obtained from assigned meals. Database of specific fiber composition of different food categories was developed and macronutrient, total and specific fiber consumption were calculated. Microbial composition was analysed before and after the intervention from 2 sequential samples by 16S rRNA sequencing. RESULTS:During intervention BMI reduced in average 2.5 ± 0.6 kg/m2 and stool frequency was normalized. Assigned diet induced significant changes in fecal microbiota. Abundance of bile resistant bacteria (Alistipes, Odoribacter splanchnicus), Ruminococcus bicirculans and Butyricimonas but also Enterobacteriaceae increased. Alistipes has been associated with lower BMI and Butyricimonas with higher values of HDL-cholesterol in blood. Importantly, abundance of bacteria often associated with inflammation such as Collinsella and Dorea decreased in parallel with decrease of BMI. Furthermore, the abundance of bifidobacteria decreased, which can be attributed to relatively low consumption of grains.  CONCLUSIONS:In conclusion, results showed that short intervention studies can alter microbial community structure and gave relevant insights into development of different dietary concepts.",Gut microbiome alterations after high-fat low-carbohydrate weight reduction diet: pros and cons,"ERS4134953,ERS4134954,ERS4134955,ERS4134956,ERS4134957,ERS4134958,ERS4134959,ERS4134960,ERS4134961,ERS4134962,ERS4134963,ERS4134964,ERS4134965,ERS4134966,ERS4134967,ERS4134968,ERS4134969,ERS4134970,ERS4134971,ERS4134972,ERS4134973,ERS4134974,ERS4134975,ERS4134976,ERS4134977"
MGYS00006122,283,PRJNA202975,SRP023503,"We analyzed the impact of a gut microbiota-targeted dietary intervention on the chronic inflammation underlying metabolic syndrome.  Human feces from central obese volunteers after whole grains, traditional Chinese medicinal foods, and prebiotics (WTP diet) dietary intervention.",Gut microbiota after dietary intervention,"SRS431349,SRS431351,SRS431529,SRS431288,SRS431287,SRS431286,SRS431271,SRS431249,SRS431250,SRS431251,SRS431252,SRS431253,SRS431254,SRS431255,SRS431256,SRS431257,SRS431258,SRS431259,SRS431260,SRS431261,SRS431262,SRS431263,SRS431264,SRS431265,SRS431266"
MGYS00006221,46,PRJEB39062,ERP122530,"Although it is known that the gut microbiota (GM) can be modulated by diet, the impact of specific dietary interventions on its composition and diversity in obese patients remain to be ascertained. The present work aimed to evaluate the impact of a moderately hypocaloric Mediterranean diet on the GM of obese and overweight patients (OB). The GM of 23 OB patients (F/M= 20/3) was compared before and after 3 months of the nutritional intervention (NI). Fecal samples were analyzed by Illumina MiSeq sequencing of the 16S rRNA gene. After 3 months of NI, patients presented a statistically significant reduction of the body weight and fat mass, along with changes in the relative abundance of many microbial patterns. We observed an increased abundance in several Bacteroidetes taxa (i.e. Sphingobacteriaceae, Sphingobacterium, Bacteroides spp, Prevotella stercorea) and depletion of many Firmicutes taxa (i.e. Lachnospiraceae members, Ruminococcaceae and Ruminococcus, Veillonellaceae, Catenibacterium, Megamonas). In addition, the phylum Proteobacteria showed an increased abundance, while the genus Sutterella, within the same phylum, decreased after the intervention. Metabolic pathways related to membrane transport and cell motility showed a decreased expression after the NI.",Impact of a moderate caloric restriction on the gut microbiota composition and diversity of Italian obese patients,"ERS4803648,ERS4803649,ERS4803650,ERS4803651,ERS4803652,ERS4803653,ERS4803654,ERS4803655,ERS4803656,ERS4803658,ERS4803659,ERS4803660,ERS4803661,ERS4803662,ERS4803663,ERS4803664,ERS4803665,ERS4803666,ERS4803667,ERS4803668,ERS4803669,ERS4803670,ERS4803671,ERS4803672,ERS4803673"
MGYS00006219,50,PRJEB53018,ERP137776,"The healthy Finnish controls were previously recruited as part of a dietary intervention investigating the effects of partly replacing animal proteins with plant proteins on health; the inclusion and exclusion criteria have been described elsewhere (PMID: 34837522). The fecal samples derived from 50 Finnish controls that were age-, sex- and BMI-matched with the Pakistani controls were included in the present study.",Healthy Finnish controls,"ERS12034898,ERS12034899,ERS12034900,ERS12034901,ERS12034902,ERS12034903,ERS12034904,ERS12034905,ERS12034906,ERS12034907,ERS12034908,ERS12034909,ERS12034910,ERS12034911,ERS12034912,ERS12034913,ERS12034914,ERS12034915,ERS12034916,ERS12034917,ERS12034918,ERS12034919,ERS12034920,ERS12034921,ERS12034922"
MGYS00000526,30,PRJEB10296,ERP011526,The possibility to modulate the intestinal microbial ecosystem (IME) gains increasing interest due to its potential consequences on human health. The relative abundance of specific intestinal bacterial taxa may be potentially modulated through dietary interventions. The aim of this project is to describe the fluctuation of bacterial taxa and short chain fatty acids induced in fecal samples from 15 dyslipidemic children by hazelnuts consumption as the main source of unsaturated fatty acids.,Modulation of dyslipidemic children fecal microbial ecosystem by dietary intervention with hazelnuts as source of unsaturated fatty acids.,"ERS809859,ERS809860,ERS809861,ERS809862,ERS809863,ERS809864,ERS809865,ERS809866,ERS809867,ERS809868,ERS809869,ERS809870,ERS809871,ERS809872,ERS809873,ERS809874,ERS809875,ERS809876,ERS809877,ERS809878,ERS809879,ERS809880,ERS809881,ERS809882,ERS809883"
MGYS00006120,176,PRJNA398089,SRP115494,"The main Inflammatory Bowel Disease (IBD) Multi'omics Database (IBDMDB) study includes multi'omics measurements from over 100 subjects, sampled biweekly over up to a year in both adult and pediatric patients with IBD (Crohn's disease and ulcerative colitis), along with non-IBD controls. Data types include fecal metagenomes, metatranscriptomes, metabolomes, and proteomes, as well as host genetics, intestinal biopsy transcriptomes, epigenetics, and 16S amplicon profiles. Subjects' medical histories and demographics are collected at baseline and medication, diet, and disease activity profiled longitudinally.",Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease,"SRS2939143,SRS2939140,SRS2939138,SRS2939139,SRS2939137,SRS2939136,SRS2939135,SRS2939133,SRS2939131,SRS2939132,SRS2939130,SRS2939125,SRS2939126,SRS2939129,SRS2939123,SRS2939122,SRS2939127,SRS2939124,SRS2939121,SRS2939118,SRS2939117,SRS2939116,SRS2939115,SRS2939114,SRS2939113"
MGYS00006102,21,PRJEB55708,ERP140636,"The Third Party Annotation (TPA) assembly was derived from the primary whole genome shotgun (WGS) data set PRJEB44042, and was assembled with metaSPAdes v3.15.3. This project includes samples from the following biomes: root:Host-associated:Mammals:Gastrointestinal tract:Intestine:Fecal.",EMG produced TPA metagenomics assembly of PRJEB44042 data set (Kefir ameliorates specific microbiota-gut-brain axis impairments in a mouse model relevant to autism spectrum disorder).,"ERS6183175,ERS6183178,ERS6183192,ERS6183184,ERS6183172,ERS6183189,ERS6183179,ERS6183180,ERS6183181,ERS6183171,ERS6183185,ERS6183174,ERS6183188,ERS6183182,ERS6183187,ERS6183173,ERS6183183,ERS6183186,ERS6183190,ERS6183177,ERS6183176"
MGYS00006076,100,PRJEB55607,ERP140519,The DIME study consists of a randomised 2x2 cross-over human intervention where healthy participants (n = 20) are subjected to a diet high in bioactive-rich food for two weeks and a diet low in bioactive-rich food. There is a four-week washout between the two interventions.,The effect of dietary bioactive on gut microbiome diversity (DIME) – a pilot study,"ERS12855857,ERS12855865,ERS12855909,ERS12855885,ERS12855858,ERS12855904,ERS12855869,ERS12855911,ERS12855893,ERS12855867,ERS12855861,ERS12855856,ERS12855870,ERS12855889,ERS12855883,ERS12855873,ERS12855884,ERS12855853,ERS12855877,ERS12855882,ERS12855930,ERS12855864,ERS12855850,ERS12855852,ERS12855918"
MGYS00005730,16,PRJEB42045,ERP125908,Stool samples were collected from 12 Norwegian infants in the first year of life. This study has whole-genome metagenomic information of several timepoints of these infants.,Study of infant stool samples in the first year of life.,"ERS5475495,ERS5475488,ERS5475490,ERS5475500,ERS5475496,ERS5475498,ERS5475494,ERS5475501,ERS5475491,ERS5475497,ERS5475492,ERS5475499,ERS5475489,ERS5475502,ERS5475493,ERS5475503"
MGYS00005202,1185,PRJEB29239,ERP111526,"We profiled the microbiota of 1185 fecal samples of colorectal carcinoma and adenoma patients and normal controls from southeastern China using 16S rRNA Illumina PE sequencing. We built random forest tree based bi-class classifier of CRC and normal and multi-class classifier of cancer, adenomas, and normal, and then test them independently. Batch effects were studied and spike-in methods were proposed as an effective strategy to model such effects and improve the results of multi-class classification. Effects of confounding factors were also studied.",using fecal microbiota composition as a non-invasive diagnostic tool to classify colorectal carcinoma and adenoma.,"ERS2799978,ERS2799979,ERS2799980,ERS2799981,ERS2799982,ERS2799983,ERS2799984,ERS2799985,ERS2799986,ERS2799987,ERS2799988,ERS2799989,ERS2799990,ERS2799991,ERS2799992,ERS2799993,ERS2799994,ERS2799995,ERS2799996,ERS2799997,ERS2799998,ERS2799999,ERS2800000,ERS2800001,ERS2800002"
MGYS00006016,106,PRJNA703303,SRP307447,The gut 16s rDNA sequencing data of patients with COVID-19,The gut microbiome 16s rDNA sequencing data of patients with COVID-19,"SRS8300241,SRS8300240,SRS8300239,SRS8300238,SRS8300237,SRS8300236,SRS8300235,SRS8300234,SRS8300233,SRS8300232,SRS8300231,SRS8300230,SRS8300229,SRS8300228,SRS8300227,SRS8300226,SRS8300225,SRS8300224,SRS8300223,SRS8300222,SRS8300221,SRS8300220,SRS8300219,SRS8300218,SRS8300217"
MGYS00006013,212,PRJNA747262,SRP328679,The gut microbiota impacts human health and contributes to regulate immune responses. Severe COVID-19 illness is characterized by a pro-inflammatory immune response. The effect of SARS-CoV-2 on altering the gut microbiome and the relevance of the gut microbiome on COVID-19 severity is unclear. This study analyses the gut microbiome associated with SARS-CoV-2 infection and COVID-19 severity.,Gut microbiome linked to SARS-CoV-2 infection and COVID-19 severity,"SRS9522578,SRS9522567,SRS9522566,SRS9522572,SRS9522570,SRS9522568,SRS9522565,SRS9522563,SRS9522562,SRS9522686,SRS9522579,SRS9522577,SRS9522576,SRS9522574,SRS9522573,SRS9522571,SRS9522569,SRS9522540,SRS9522564,SRS9522561,SRS9522560,SRS9522559,SRS9522558,SRS9522557,SRS9522556"
MGYS00006012,45,PRJDB12349,DRP008009,To conduct research that contributes to the control of COVID-19 infections and to contribute to society.,microbiome analysis for patietns with COVID-19,"DRS217664,DRS217704,DRS217705,DRS217706,DRS217707,DRS217708,DRS217665,DRS217666,DRS217667,DRS217668,DRS217669,DRS217670,DRS217671,DRS217672,DRS217673,DRS217674,DRS217675,DRS217676,DRS217677,DRS217678,DRS217679,DRS217680,DRS217681,DRS217682,DRS217683"
MGYS00006008,16,PRJEB51828,ERP136476,"The Third Party Annotation (TPA) assembly was derived from the primary whole genome shotgun (WGS) data set PRJEB3227, and was assembled with SPAdes v3.14.1. This project includes samples from the following biomes: root:Host-associated:Human:Digestive system:Large intestine:Fecal.",EMG produced TPA metagenomics assembly of PRJEB3227 data set (Follow-up of faecal microbiota in IBS patients).,"ERS167143,ERS167144,ERS167145,ERS167139,ERS167150,ERS167168,ERS167146,ERS167147,ERS167162,ERS167159,ERS167166,ERS167163,ERS167149,ERS167148,ERS167152,ERS167137"
MGYS00005805,35,PRJEB43961,ERP127951,"The Third Party Annotation (TPA) assembly was derived from the primary whole genome shotgun (WGS) data set PRJEB1690, and was assembled with metaSPAdes v3.13.0. This project includes samples from the following biomes: root:Host-associated:Human:Digestive system:Large intestine:Fecal.",EMG produced TPA metagenomics assembly of PRJEB1690 data set (This is a metagenomic study to investigate the microbial community and metabolic functions of Korean twin pairs.).,"ERS225175,ERS225159,ERS225177,ERS225157,ERS225174,ERS225160,ERS225153,ERS225169,ERS225156,ERS225155,ERS225173,ERS225161,ERS225168,ERS225158,ERS225189,ERS225162,ERS225180,ERS225172,ERS225167,ERS225187,ERS225163,ERS225185,ERS225171,ERS225184,ERS225181"
MGYS00006005,76,PRJNA795857,SRP354185,"The main objective of this study was to discover the biomarkers of osteoporosis in human stool by comparing the gut microbiota of osteoporosis patients (OP) and normal human controls (HC). We collected 76 stool samples, 60 HC and 16 OP patients, examined using 16S ribosomal ribonucleic acid (rRNA) gene-based amplicon sequencing. The microbial communities of the two groups differed at lower taxonomical ranks. The data showed a significantly higher averaged taxonomic composition of Lachnospira in OP than HC among taxa.",Characterization of the faecal microbiome of osteoporotic patients in Koreans,"SRS11569065,SRS11569066,SRS11569067,SRS11569068,SRS11569070,SRS11569071,SRS11569072,SRS11569076,SRS11569079,SRS11569080,SRS11569081,SRS11569083,SRS11569084,SRS11569085,SRS11569087,SRS11569090,SRS11569092,SRS11569093,SRS11569095,SRS11569097,SRS11569099,SRS11569100,SRS11569101,SRS11569102,SRS11569104"
MGYS00005176,750,PRJNA390646,SRP109293,The purpose of this study is to determine if supplementing healthy term infants delivered by C-section or vaginal delivery who only consume breastmilk with a probiotic for 21 consecutive days increases levels of bacteria in infants'' stool.,Infant Microbiota and Probiotic Intake Study (IMPRINT),"SRS2291850,SRS2291852,SRS2291518,SRS2291549,SRS2291564,SRS2291589,SRS2291603,SRS2291694,SRS2291701,SRS2291746,SRS2291782,SRS2291788,SRS2288458,SRS2288461,SRS2288503,SRS2288511,SRS2288520,SRS2288524,SRS2288603,SRS2288637,SRS2291645,SRS2288624,SRS2288609,SRS2288588,SRS2288607"
MGYS00005236,486,PRJEB6702,ERP006339,"Host genetics and the gut microbiome can both influence host metabolic phenotypes. However, whether host genetic variation shapes the gut microbiome and interacts with it to affect host phenotype is unclear. Here, we addressed this question by comparing microbiotas across more than 1,000 fecal samples obtained from members of the TwinsUK population, including 416 twin-pairs. We identified a variety of microbial taxa whose abundances were influenced by host genetics. The most heritable taxon, the family Christensenellaceae, formed a co-occurrence network with other heritable Bacteria and with methanogenic Archaea, and was enriched in individuals with low BMI. Addition of Christensenella minuta to an obese donor???s fecal microbiome resulted in reduced weight gain and an altered fecal microbiota in recipient germfree mice. Our findings indicate that host genetics influence the composition of the human gut microbiome and can do so in ways that impact host metabolism.",Human genetics shape the gut microbiome,"ERS501378,ERS501536,ERS501263,ERS501356,ERS501260,ERS501558,ERS501487,ERS501296,ERS501266,ERS501552,ERS501533,ERS501530,ERS501446,ERS501441,ERS501433,ERS501409,ERS501399,ERS501397,ERS501372,ERS501443,ERS501438,ERS501436,ERS501426,ERS501422,ERS501418"
MGYS00005860,291,PRJNA301903,SRP069019,"Dysbiotic colonization of the preterm infant gut microbiota may have lifelong effects on host health. The normal progression of colonization of preterm infants is a patterned, yet chaotic, process, and thought to be chiefly driven by host factors. While preterm infants almost universally receive early and often repeated and/or prolonged intravenous antibiotic therapy, it remains unclear if and how specific antibiotics alter the developmental progression of the gut microbiota in this population. By analyzing 401 fecal samples from 84 longitudinally-sampled preterm infants, we demonstrate that meropenem, cefotaxime, and ticarcillin-clavulanate significantly reduce species richness during their administration, and significantly enrich or deplete specific bacterial species and antibiotic resistance (AR) genes. In contrast, vancomycin and gentamicin, the antibiotics most commonly administered to preterm infants, have non-uniform effects on species richness. We show this response is predictable with 85% accuracy based on the relative abundance of only two bacterial species and two AR genes before treatment. To more fully investigate the role of the gut-associated resistome in response to specific antibiotics, we performed functional metagenomic selections for resistance to 16 clinically relevant antibiotics from a set of 21 preterm infants' gut microbiota. Of the 794 AR genes identified, 79% had not previously been classified as providing any resistance phenotype. Combined with deep shotgun sequencing of all 401 fecal samples, we find that multidrug resistant Escherichia, Klebsiella, and Enterobacter species, which are commonly associated with nosocomial infections, dominate the preterm infant gut microbiota. We show that AR genes that are enriched following specific antibiotic treatments are generally unique to the specific treatment and highly correlated (p<0.001) with the abundance of a single species. The most notable exception includes ticarcillin-clavulanate and ampicillin, both of which enrich a large number of overlapping AR genes, and are highly correlated with Klebsiella pneumoniae species in the preterm infant gut microbiota. In addition to AR genes relevant to specific antibiotics likely providing a protective function, we show that all antibiotic treatments also result in widespread collateral microbiome impact through enrichment of AR genes with no known direct activity against the specific antibiotic treatment.",Metagenomic sequencing of preterm infant gut microbiota raw sequence reads,"SRS1267702,SRS1267754,SRS1267777,SRS1267722,SRS1267771,SRS1268093,SRS1268092,SRS1267779,SRS1267685,SRS1268088,SRS1268085,SRS1268076,SRS1268074,SRS1268073,SRS1268072,SRS1268071,SRS1268070,SRS1268349,SRS1268103,SRS1267784,SRS1267785,SRS1267688,SRS1268068,SRS1268067,SRS1268064"
MGYS00005816,69,PRJEB41655,ERP125466,"The Third Party Annotation (TPA) assembly was derived from the primary whole genome shotgun (WGS) data set PRJEB8347, and was assembled with SPAdes v3.14.1, metaSPAdes v3.14.1. This project includes samples from the following biomes: root:Host-associated:Human:Digestive system:Large intestine:Fecal.",EMG produced TPA metagenomics assembly of PRJEB8347 data set (Temporal and technical variability of human gut metagenomes).,"ERS652568,ERS652544,ERS652537,ERS652554,ERS652565,ERS652532,ERS652546,ERS652555,ERS652590,ERS652557,ERS652550,ERS652566,ERS652567,ERS652574,ERS652534,ERS652559,ERS652551,ERS652571,ERS652535,ERS652542,ERS652543,ERS652561,ERS652547,ERS652523,ERS652587"
MGYS00001985,184,PRJEB22368,ERP104047,The human gut metagenome Third Party Annotation (TPA) assembly was derived from the primary whole genome shotgun (WGS) data set PRJNA289586. This project includes samples from the following biomes : Human gut.,EMG produced TPA metagenomics assembly of the Human Gut Microbiome in a Multiplex Family Study of Type 1 Diabetes Mellitus (human gut metagenome) data set,"SRS1369935,SRS1369968,SRS1369966,SRS1369961,SRS1369936,SRS1369934,SRS1369960,SRS1369937,SRS1369943,SRS3984271,SRS3984221,SRS3984234,SRS3984177,SRS3984252,SRS3984276,SRS3984190,SRS3984224,SRS3984290,SRS3984228,SRS3984253,SRS3984209,SRS3984240,SRS3984220,SRS3984202,SRS3984222"
MGYS00005817,69,PRJEB8347,ERP009422,"Background: Metagenomics has become a prominent approach for exploring the role of the gut microbiota in human health. However, the temporal variability of the healthy gut microbiome has not yet been studied in depth using metagenomics and little is known about the effects of different sampling and preservation approaches. We performed metagenomic analysis on fecal samples from seven subjects collected over a period of up to two years to investigate temporal variability and assess preservation-induced variation, specifically, fresh frozen compared to RNALater. We also monitored short-term disturbances caused by antibiotic treatment and bowel cleansing in one subject.

Results: We find that the human gut microbiome is temporally stable and highly personalized at both taxonomic and functional levels. Over multiple time-points, samples from the same subject clustered together, even in the context of a large dataset of 888 European and American fecal metagenomes. One exception was observed in an antibiotic intervention case where, more than one year after the treatment, samples did not resemble the pre-treatment state. Clustering was not affected by preservation method. No species differed significantly in abundance, and only 0.36% of gene families were differentially abundant between preservation methods.

Conclusions: Technical variability is small compared to the temporal variability of an unperturbed gut microbiome, which in turn is much smaller than the observed between-subject variability. Thus, short-term preservation of fecal samples in RNALater is an appropriate and cost-effective alternative to freezing of fecal samples for metagenomic studies.",Temporal and technical variability of human gut metagenomes,"ERS652568,ERS652544,ERS652537,ERS652554,ERS652565,ERS652532,ERS652546,ERS652555,ERS652590,ERS652557,ERS652550,ERS652566,ERS652567,ERS652574,ERS652534,ERS652559,ERS652551,ERS652571,ERS652535,ERS652542,ERS652543,ERS652561,ERS652547,ERS652523,ERS652587"
MGYS00005806,34,PRJEB1690,ERP002391,This is a metagenomic study to investigate the microbial community and metabolic functions of Korean twin pairs. Fecal samples from 10 twin pairs were collected once and those of 8 pairs were collected twice with an average interval between sampling of about 2 years. Whole genome shotgun (WGS) sequencing was performed in a total of 36 fecal samples.,This is a metagenomic study to investigate the microbial community and metabolic functions of Korean twin pairs.,"ERS225175,ERS225159,ERS225177,ERS225157,ERS225174,ERS225160,ERS225153,ERS225169,ERS225156,ERS225155,ERS225173,ERS225161,ERS225168,ERS225158,ERS225189,ERS225162,ERS225180,ERS225172,ERS225167,ERS225187,ERS225163,ERS225185,ERS225171,ERS225184,ERS225181"
MGYS00005795,64,PRJEB44032,ERP128033,"The Third Party Annotation (TPA) assembly was derived from the primary whole genome shotgun (WGS) data set PRJEB23524, and was assembled with metaSPAdes v3.12.0. This project includes samples from the following biomes: root:Host-associated:Human:Digestive system:Large intestine:Fecal.",EMG produced TPA metagenomics assembly of PRJEB23524 data set (WGS data from FMT trial for the treatment of recurrent Clostridium difficile infection).,"ERS2011663,ERS2011631,ERS2011729,ERS2011680,ERS2011643,ERS2011694,ERS2011706,ERS2011692,ERS2011682,ERS2011713,ERS2011636,ERS2011685,ERS2011702,ERS2011633,ERS2011674,ERS2011686,ERS2011733,ERS2011635,ERS2011720,ERS2011730,ERS2011650,ERS2011658,ERS2011722,ERS2011640,ERS2011666"
MGYS00005793,4,PRJEB43974,ERP127968,"The Third Party Annotation (TPA) assembly was derived from the primary whole genome shotgun (WGS) data set PRJNA510036, and was assembled with metaSPAdes v3.12.0. This project includes samples from the following biomes: root:Host-associated:Human:Digestive system:Large intestine:Fecal.",EMG produced TPA metagenomics assembly of PRJNA510036 data set (Fecal transplant influence on healthy volunteers).,"SRS4142820,SRS4142816,SRS4142819,SRS4142818"
MGYS00005794,3,PRJNA510036,SRP173438,WGS metagenomics sequencing data describing fecal transplant influence on healthy voluntaries.,Fecal transplant influence on healthy volunteers,"SRS4142820,SRS4142816,SRS4142819"
MGYS00005791,200,PRJEB43973,ERP127967,"The Third Party Annotation (TPA) assembly was derived from the primary whole genome shotgun (WGS) data set PRJNA385949, and was assembled with metaSPAdes v3.12.0. This project includes samples from the following biomes: root:Host-associated:Human:Digestive system:Large intestine:Fecal.",EMG produced TPA metagenomics assembly of PRJNA385949 data set (Longitudinal Stool Study of patients with IBD and controls).,"SRS2256101,SRS2256085,SRS2256116,SRS2255197,SRS2255106,SRS2256040,SRS2255166,SRS2256065,SRS2255136,SRS2255199,SRS2255248,SRS2256128,SRS2255200,SRS2256103,SRS2255165,SRS2255172,SRS2256112,SRS2255149,SRS2255105,SRS2255169,SRS2256050,SRS2256067,SRS2255224,SRS2255236,SRS2255090"
MGYS00005792,199,PRJNA385949,SRP108708,Longitudinal Stool Study of patients with IBD and controls. This project combines data from PRISM and STINKI cohorts to characterize the gut microbiome of individuals with IBD and controls over time.,Longitudinal Stool Study of patients with IBD and controls,"SRS2256101,SRS2256085,SRS2256116,SRS2255197,SRS2255106,SRS2256040,SRS2255166,SRS2256065,SRS2255136,SRS2255199,SRS2255248,SRS2256128,SRS2255200,SRS2256103,SRS2255165,SRS2255172,SRS2256112,SRS2255149,SRS2255105,SRS2255169,SRS2256050,SRS2256067,SRS2255224,SRS2255236,SRS2255090"
MGYS00005767,6,PRJEB45311,ERP129398,"The Third Party Annotation (TPA) assembly was derived from the primary whole genome shotgun (WGS) data set PRJNA648297, and was assembled with Flye v2.8.3. This project includes samples from the following biomes: root:Host-associated:Human:Digestive system:Large intestine:Fecal.",EMG produced TPA metagenomics assembly of PRJNA648297 data set (Remarkably low relative abundance of several Bifidobacterium species in the altered intestinal microbiota of Helicobacter pylori infected patients with gastric ulcer and gastric cancer).,"SRS7105607,SRS7105604,SRS7105605,SRS7105609,SRS7105606,SRS7105608"
MGYS00005768,6,PRJNA648297,SRP274074,Stool sample,Remarkably low relative abundance of several Bifidobacterium species in the altered intestinal microbiota of Helicobacter pylori infected patients with gastric ulcer and gastric cancer,"SRS7105607,SRS7105604,SRS7105605,SRS7105609,SRS7105606,SRS7105608"
MGYS00005762,14,PRJEB43818,ERP127786,"The Third Party Annotation (TPA) assembly was derived from the primary whole genome shotgun (WGS) data set PRJNA508395, and was assembled with Flye v2.8.3. This project includes samples from the following biomes: root:Host-associated:Human:Digestive system:Large intestine:Fecal.",EMG produced TPA metagenomics assembly of PRJNA508395 data set (Nanopore long read assembly of the human gut metagenome).,"SRS5167522,SRS4238914,SRS5167521,SRS5167528,SRS5167526,SRS5167518,SRS5167519,SRS4238911,SRS5167527,SRS5167523,SRS5167524,SRS5167525,SRS5167520,SRS4238912"
MGYS00005763,13,PRJNA508395,SRP178190,"Long read sequencing assembly of three healthy human gut microbiome samples, with multiple closed bacterial genomes including Prevotella copri.",Nanopore long read assembly of the human gut metagenome,"SRS5167522,SRS4238914,SRS5167521,SRS5167528,SRS5167526,SRS5167518,SRS5167519,SRS4238911,SRS5167527,SRS5167523,SRS5167524,SRS5167525,SRS5167520"
MGYS00005755,202,PRJNA510730,SRP173877,"In recent years, the hypothesis that gut microbiota associates with Parkinson's disease is growing, although a specific composition cannotbe taken as a predictive biomarker of this disease. Our main objective was to investigate dysbiosis of gut microbiota in a selected population of Parkinson's disease patients from center-south of Italy.",Microbiota composition of Parkinson's disease patients in southern Italy,"SRS6424966,SRS6424963,SRS6424957,SRS6424955,SRS6424953,SRS6424952,SRS6424950,SRS6424947,SRS6424946,SRS6424940,SRS6424938,SRS6424937,SRS6424934,SRS6424933,SRS6424927,SRS6424926,SRS6424922,SRS4172074,SRS4172071,SRS4172070,SRS4172073,SRS4172069,SRS4172067,SRS4172066,SRS4172064"
